0.000000000000000000e+00 -1.395234829471761806e+00
7.326007326007326001e-03 -2.129735213568692220e+00
1.465201465201465200e-02 -2.834306312731311728e+00
2.197802197802197627e-02 -3.472967507828643718e+00
2.930402930402930400e-02 -4.012491579708937550e+00
3.663003663003663174e-02 -4.424145823749716655e+00
4.395604395604395254e-02 -4.685202397334090385e+00
5.128205128205128027e-02 -4.780138306104347201e+00
5.860805860805860801e-02 -4.701461748764383941e+00
6.593406593406593574e-02 -4.450121191277791155e+00
7.326007326007326348e-02 -4.035475493652418422e+00
8.058608058608059121e-02 -3.474826508863069208e+00
8.791208791208790507e-02 -2.792538596250708771e+00
9.523809523809523281e-02 -2.018791227227188401e+00
1.025641025641025605e-01 -1.188030163461333499e+00
1.098901098901098883e-01 -3.371985393758505922e-01
1.172161172161172160e-01 4.961592538457216817e-01
1.245421245421245438e-01 1.275821316026170660e+00
1.318681318681318715e-01 1.968738628560350534e+00
1.391941391941391992e-01 2.546714998510020145e+00
1.465201465201465270e-01 2.987828482706737621e+00
1.538461538461538547e-01 3.277519874439217329e+00
1.611721611721611824e-01 3.409291411372803005e+00
1.684981684981685102e-01 3.384979432329512594e+00
1.758241758241758101e-01 3.214587187585563388e+00
1.831501831501831379e-01 2.915687206973840429e+00
1.904761904761904656e-01 2.512425328799214874e+00
1.978021978021977934e-01 2.034179493331758515e+00
2.051282051282051211e-01 1.513944599970631577e+00
2.124542124542124488e-01 9.865291575951624647e-01
2.197802197802197766e-01 4.866593622569765909e-01
2.271062271062271043e-01 4.709109304919395500e-02
2.344322344322344320e-01 -3.031701301964548345e-01
2.417582417582417598e-01 -5.404469109560430251e-01
2.490842490842490875e-01 -6.476818503117254266e-01
2.564102564102563875e-01 -6.153750378002944554e-01
2.637362637362637430e-01 -4.421173981404986075e-01
2.710622710622710430e-01 -1.346914931411212768e-01
2.783882783882783984e-01 2.922657618474163166e-01
2.857142857142856984e-01 8.170208534141560897e-01
2.930402930402930539e-01 1.411882057228941223e+00
3.003663003663003539e-01 2.044658489851175709e+00
3.076923076923077094e-01 2.680362893397102209e+00
3.150183150183150094e-01 3.283068313474597488e+00
3.223443223443223649e-01 3.817820661222872669e+00
3.296703296703296648e-01 4.252506150225180193e+00
3.369963369963370203e-01 4.559574927158447366e+00
3.443223443223443203e-01 4.717529748962455471e+00
3.516483516483516203e-01 4.712100902159233051e+00
3.589743589743589758e-01 4.537045061207208185e+00
3.663003663003662758e-01 4.194525572590306339e+00
3.736263736263736313e-01 3.695053686419704331e+00
3.809523809523809312e-01 3.056993375930883161e+00
3.882783882783882867e-01 2.305655368483210843e+00
3.956043956043955867e-01 1.472027647713747278e+00
4.029304029304029422e-01 5.912088345713646387e-01
4.102564102564102422e-01 -2.993734945547507076e-01
4.175824175824175977e-01 -1.161866166701241765e+00
4.249084249084248976e-01 -1.959915654645173255e+00
4.322344322344322531e-01 -2.660514259391535408e+00
4.395604395604395531e-01 -3.235670458330603516e+00
4.468864468864469086e-01 -3.663815911994880992e+00
4.542124542124542086e-01 -3.930875499747148893e+00
4.615384615384615641e-01 -4.030944510338240860e+00
4.688644688644688641e-01 -3.966537810834207978e+00
4.761904761904761640e-01 -3.748398365568734736e+00
4.835164835164835195e-01 -3.394875686609509557e+00
4.908424908424908195e-01 -2.930907444961318387e+00
4.981684981684981750e-01 -2.386658363266331406e+00
5.054945054945054750e-01 -1.795888544652639807e+00
5.128205128205127750e-01 -1.194137617911739335e+00
5.201465201465201860e-01 -6.168207465052657490e-01
5.274725274725274859e-01 -9.733714857454181524e-02
5.347985347985347859e-01 3.347089350104998640e-01
5.421245421245420859e-01 6.550808695965434358e-01
5.494505494505494969e-01 8.461928358074969347e-01
5.567765567765567969e-01 8.980359186534085936e-01
5.641025641025640969e-01 8.086982639393502925e-01
5.714285714285713969e-01 5.844519505314647034e-01
5.787545787545788079e-01 2.394021300697020127e-01
5.860805860805861078e-01 -2.052828778122752218e-01
5.934065934065934078e-01 -7.225196973786698340e-01
6.007326007326007078e-01 -1.280775384757048663e+00
6.080586080586080078e-01 -1.845772677765237013e+00
6.153846153846154188e-01 -2.382344706173860072e+00
6.227106227106227188e-01 -2.856340939178639626e+00
6.300366300366300187e-01 -3.236483408576762866e+00
6.373626373626373187e-01 -3.496074836096659588e+00
6.446886446886447297e-01 -3.614468075207448727e+00
6.520146520146520297e-01 -3.578218841377025061e+00
6.593406593406593297e-01 -3.381860387787402278e+00
6.666666666666666297e-01 -3.028258706300951619e+00
6.739926739926740407e-01 -2.528528945453730081e+00
6.813186813186813406e-01 -1.901516872392759128e+00
6.886446886446886406e-01 -1.172872143932780498e+00
6.959706959706959406e-01 -3.737616835869814191e-01
7.032967032967032406e-01 4.607095490378814717e-01
7.106227106227106516e-01 1.293287664234525236e+00
7.179487179487179516e-01 2.086475003846555598e+00
7.252747252747252515e-01 2.804451394628093563e+00
7.326007326007325515e-01 3.414910652632626054e+00
7.399267399267399625e-01 3.890715935192505359e+00
7.472527472527472625e-01 4.211287054525103102e+00
7.545787545787545625e-01 4.363646963093479769e+00
7.619047619047618625e-01 4.343072552506150430e+00
7.692307692307692735e-01 4.153315729661305689e+00
7.765567765567765735e-01 3.806383348323257199e+00
7.838827838827838734e-01 3.321887789146923620e+00
7.912087912087911734e-01 2.726002572480452635e+00
7.985347985347985844e-01 2.050078165112460660e+00
8.058608058608058844e-01 1.328991009225193531e+00
8.131868131868131844e-01 5.993128173618373911e-01
8.205128205128204844e-01 -1.026033974695964579e-01
8.278388278388277843e-01 -7.425197489630039893e-01
8.351648351648351953e-01 -1.290092531082529304e+00
8.424908424908424953e-01 -1.720440307133978886e+00
8.498168498168497953e-01 -2.015418617155016801e+00
8.571428571428570953e-01 -2.164534404218656949e+00
8.644688644688645063e-01 -2.165452303338550877e+00
8.717948717948718063e-01 -2.024066500428765014e+00
8.791208791208791062e-01 -1.754134815657455437e+00
8.864468864468864062e-01 -1.376494785080777383e+00
8.937728937728938172e-01 -9.179035871152190218e-01
9.010989010989011172e-01 -4.095635219119315718e-01
9.084249084249084172e-01 1.145886456091174677e-01
9.157509157509157172e-01 6.197377001706139144e-01
9.230769230769231282e-01 1.072092893182019502e+00
9.304029304029304281e-01 1.440736828797713143e+00
9.377289377289377281e-01 1.699322234447337543e+00
9.450549450549450281e-01 1.827526558007922741e+00
9.523809523809523281e-01 1.812187114789944209e+00
9.597069597069597391e-01 1.648056368689893691e+00
9.670329670329670391e-01 1.338136983889569365e+00
9.743589743589743390e-01 8.935784687100861712e-01
9.816849816849816390e-01 3.331403814734807955e-01
9.890109890109890500e-01 -3.177500415226600650e-01
9.963369963369963500e-01 -1.028296550986826041e+00
1.003663003663003650e+00 -1.763920728430897311e+00
1.010989010989010950e+00 -2.488053654379203561e+00
1.018315018315018250e+00 -3.164038199355808434e+00
1.025641025641025550e+00 -3.757041854258528435e+00
1.032967032967033072e+00 -4.235879411031353570e+00
1.040293040293040372e+00 -4.574649507278556015e+00
1.047619047619047672e+00 -4.754098812051115175e+00
1.054945054945054972e+00 -4.762641940020799325e+00
1.062271062271062272e+00 -4.596983283426300915e+00
1.069597069597069572e+00 -4.262307891326867271e+00
1.076923076923076872e+00 -3.772031199962933901e+00
1.084249084249084172e+00 -3.147120631073133001e+00
1.091575091575091472e+00 -2.415024603103519407e+00
1.098901098901098994e+00 -1.608265155727131468e+00
1.106227106227106294e+00 -7.627680820723667932e-01
1.113553113553113594e+00 8.398173720570939471e-02
1.120879120879120894e+00 8.948629257705695839e-01
